5	1048576	532960330.5	0.000492
5	2097152	147288376.6	0.00356
5	4194304	123087614.2	0.008519
5	8388608	118797406.5	0.017653
5	16777216	115624297.6	0.036275
5	33554432	110827966.3	0.07569
5	67108864	110466448.3	0.151876
5	134217728	116095483.5	0.289024
6	16	34482758.62	0.000001
6	32	52631578.95	0.000001
6	64	61538461.54	0.000001
6	128	105960264.9	0.000001
6	256	180281690.1	0.000001
6	512	363636363.6	0.000001
6	1024	556521739.1	0.000001
6	2048	796267496.1	0.000001
6	4096	977099236.6	0.000001
6	8192	1147338936	0.000002
6	16384	1191043908	0.000003
6	32768	1026309196	0.000008
6	65536	1030051553	0.000016
6	131072	827307614.6	0.00004
6	262144	463823914.5	0.000141
6	524288	442643324.1	0.000296
6	1048576	473908665.4	0.000553
6	2097152	148332403.5	0.003535
6	4194304	105417525.2	0.009947
6	8388608	104497652.6	0.020069
6	16777216	100599357.5	0.041693
6	33554432	101229853.6	0.082867
6	67108864	97446648.4	0.172168
6	134217728	104052780.7	0.322475
7	16	31250000	0.000001
7	32	52980132.45	0.000001
7	64	52287581.7	0.000001
7	128	91428571.43	0.000001
7	256	149532710.3	0.000001
7	512	293577981.7	0.000001
7	1024	536687631	0.000001
7	2048	784073506.9	0.000001
7	4096	987463838	0.000001
7	8192	1104043127	0.000002
7	16384	1179723502	0.000003
7	32768	957568673.3	0.000009
7	65536	952558139.5	0.000017
7	131072	653882226.2	0.00005
7	262144	401337464.9	0.000163
7	524288	364775883.5	0.000359
7	1048576	401456086.9	0.000653
7	2097152	255029195.5	0.002056
7	4194304	110908443	0.009454
7	8388608	103033459.6	0.020354
7	16777216	103675999.5	0.040456
7	33554432	103176254	0.081304
7	67108864	101396325.5	0.165462
7	134217728	119439242.9	0.280933
8	16	32786885.25	0.000001
8	32	55172413.79	0.000001
8	64	66115702.48	0.000001
8	128	88888888.89	0.000001
8	256	158808933	0.000001
8	512	306220095.7	0.000001
8	1024	528925619.8	0.000001
8	2048	745269286.8	0.000001
8	4096	984615384.6	0.000001
8	8192	1117903930	0.000002
8	16384	1185528220	0.000003
8	32768	897360061.3	0.000009
8	65536	949246813.4	0.000017
8	131072	440217099.3	0.000074
8	262144	349611104.6	0.000187
8	524288	359523933.6	0.000365
8	1048576	354285034.7	0.00074
8	2097152	338570544.8	0.001549
8	4194304	195649014.1	0.005359
8	8388608	143964932.5	0.014567
8	16777216	144414839	0.029043
8	33554432	147414259.6	0.056905
8	67108864	145183675.1	0.115559
8	134217728	182308329.6	0.184053
