7, 16777216, 24646777.312804, 0.170177 
8, 16777216, 18600933.102238, 0.225489 
1, 33554432, 246011554.021357, 0.034098 
2, 33554432, 74269556.781353, 0.112948 
3, 33554432, 51908453.441313, 0.161604 
4, 33554432, 36831333.251062, 0.227757 
5, 33554432, 33364270.737447, 0.251425 
6, 33554432, 25521456.331781, 0.328688 
7, 33554432, 22855822.830144, 0.367023 
8, 33554432, 20815971.404720, 0.402989 
1, 67108864, 145175443.913612, 0.115565 
2, 67108864, 79839511.371159, 0.210137 
3, 67108864, 54566551.751732, 0.307463 
4, 67108864, 38954791.457999, 0.430684 
5, 67108864, 31977000.733979, 0.524665 
6, 67108864, 26679498.952961, 0.628843 
7, 67108864, 24188760.828692, 0.693596 
8, 67108864, 30611520.722381, 0.548069 
1, 134217728, 581120474.660935, 0.057741 
2, 134217728, 282419051.231835, 0.118811 
3, 134217728, 205604785.116783, 0.163199 
4, 134217728, 147396770.392700, 0.227647 
5, 134217728, 126418894.324535, 0.265423 
6, 134217728, 105565594.795258, 0.317854 
7, 134217728, 90087969.364084, 0.372463 
8, 134217728, 80338329.334306, 0.417664 
29 

69479 
, 95242939.544509, 0.352304 
 
